Place_Id,Place_Name,Culinary_Ratings,Category,Address,Description,Coordinate,Lat,Long,Gmaps_Address,Image_Address
245,Warmindo Yayang,4.8,Indonesian,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan mie, bakso, dan gorengan yang lezat","{'lat':-6.93471078615812, 'lng':107.72329685118127}",-6.934710786,107.7232969,https://maps.app.goo.gl/9DtokqfFfRwy5TDJ6,https://lh5.googleusercontent.com/p/AF1QipMDuAYdre3ERTbL8T-FqgtXftwDLDVcfxg6ZBky=w426-h240-k-no
246,Warteg Warung Tegal Berkah Mulya,4.4,Indonesian,"Cileunyi, Kabupaten Bandung",Tempat makan yang menyajikan warteg dengan harga yang terjangkau,"{'lat':-6.9344715860502095, 'lng':107.72321041070386}",-6.934471586,107.7232104,https://maps.app.goo.gl/CKU9PiQcGXVpzuUH9,https://lh5.googleusercontent.com/p/AF1QipNuAlhn2wsOYs4qhAseGpnPQG5Bp11_BucV0AO9=w408-h306-k-no
247,Ayam Goreng Bakar Sari Manis,4.6,Chicken,"Cibiru, Kota Bandung",Tempat makan yang menyajikan ayam goreng bakar yang lezat,"{'lat':-6.925598078760432, 'lng':107.71513643768873}",-6.925598079,107.7151364,https://maps.app.goo.gl/FdeYRa8C9h5CYiyeA,https://lh5.googleusercontent.com/p/AF1QipN2h4QAjONSxc178AP3TDrcT6fl_JI1ju2WqMfU=w408-h408-k-no
248,Nasi Goreng Mas Eko Bahari,4.4,Indonesian,"Cileunyi, Kabupaten Bandung",Tempat makan yang menyajikan nasi goreng dengan harga yang terjangkau,"{'lat':-6.945664591104376, 'lng':107.72052008001721}",-6.945664591,107.7205201,https://maps.app.goo.gl/1VZ9C8MENzwzHjVD8,https://lh5.googleusercontent.com/p/AF1QipM69u40Tpx8_j-KOP6jv2Wt6aPjt0N77WIIMx1a=w408-h271-k-no
249,Kupat Tahu Lontong Kari Singaparna (syamjaya2),4.7,Sundanese,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan kupat tahu, lontong kari, dan berbagai makanan Sunda lainnya","{'lat':-6.937305637613539, 'lng':107.72598799536058}",-6.937305638,107.725988,https://maps.app.goo.gl/cXmVhRvUw4FT7feY7,https://lh5.googleusercontent.com/p/AF1QipMHWkdpwHhO5JpmN_Kpi3x91D3WAAqu95RqnXTt=w408-h306-k-no
250,Rasaruna Resto,4.7,Indonesian,"Panyileukan, Kota Bandung",Restoran yang menyajikan hidangan Indonesia dan internasional dengan suasana yang elegan,"{'lat':-6.924012133089676, 'lng':107.70119579536039}",-6.924012133,107.7011958,https://maps.app.goo.gl/KHCs5AgXyHqEnFJV7,https://lh5.googleusercontent.com/p/AF1QipO-WX6Dx6ZhtGchIZd7R65dsNYu_tF8o6qP1H6u=w408-h306-k-no
251,Saung Kebab,4.3,Western,"Cileunyi, Kabupaten Bandung",Tempat makan yang menyajikan kebab dengan suasana yang asri,"{'lat':-6.932161185809617, 'lng':107.71922435303225}",-6.932161186,107.7192244,https://maps.app.goo.gl/dL8SaojcHHc9iXEr6,https://lh5.googleusercontent.com/p/AF1QipPfmDjDFLvIf-f-7XpJFIuLxghqjAXRY7zCT1S9=w426-h240-k-no
252,McDonald's Cibiru,4.2,Chicken,"Cileunyi, Kabupaten Bandung",Cafe yang menyajikan kopi dan makanan yang lezat,"{'lat':-6.932565285190254, 'lng':107.72570555303226}",-6.932565285,107.7257056,https://maps.app.goo.gl/WkUqvSvzPYJ7JhcGA,https://lh5.googleusercontent.com/p/AF1QipPZaQ9RcxlviFX0oYDdjiX3j_x1dlA6vKLr58_6=w408-h272-k-no
253,Rumah Makan Panyileukan,4.4,Western,"Panyileukan, Kota Bandung","Restoran cepat saji yang menyajikan berbagai makanan dan minuman, dengan harga yang terjangkau","{'lat':-6.932228824043508, 'lng':107.71801266061983}",-6.932228824,107.7180127,https://maps.app.goo.gl/1aA9PNA8r3C3mGr77,https://lh5.googleusercontent.com/p/AF1QipNFiWysi1_ilZwoZRaQGvvx-fhJSz8YICNn0oOW=w408-h306-k-no
254,Bubur Ayam Aqeela,4.8,Indonesian,"Banjaran, Kabupaten Bandung","Tempat makan yang menyajikan bubur ayam yang lezat, dengan kuah yang gurih dan topping yang beragam","{'lat':-7.044690936173564, 'lng':107.57151149536162}",-7.044690936,107.5715115,https://maps.app.goo.gl/8e5iiTbGoQQkYL517,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xxys-CQNiujcJec5PQjWZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.925747&pitch=0&thumbfov=100
255,Mulya Rasa kantin & catering,4.4,Indonesian,"Cibiru, Kota Bandung","Tempat makan yang menyajikan hidangan ayam yang lezat, seperti ayam goreng, ayam bakar, dan ayam penyet","{'lat':-6.933390235189675, 'lng':107.71647465118127}",-6.933390235,107.7164747,https://maps.app.goo.gl/Ee16naiuZoWMrYvG8,https://lh5.googleusercontent.com/p/AF1QipMs3EbjliSN2v3bYgepHiHRIz_7csnuxtmjLgM2=w426-h240-k-no
256,Seblak Kedai Warna,4.7,Cafe,"Bojongsoang, Kabupaten Bandung","Tempat makan yang menyajikan seblak yang lezat dan terjangkau, dengan pilihan topping yang beragam","{'lat':-6.97411350508837, 'lng':107.63287688001752}",-6.974113505,107.6328769,https://maps.app.goo.gl/Cv5uBreZwjDEAh7n6,https://lh5.googleusercontent.com/p/AF1QipNOaZ-4iNFkngNWtteWHszBngeDxB1ApkLxrIIk=w408-h306-k-no
257,Mie Baso Sakrimoro Solo,4.8,Bakso,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan mie baso yang lezat dan autentik, dengan kuah yang gurih dan mie yang kenyal","{'lat':-6.940993537993009, 'lng':107.73015732419644}",-6.940993538,107.7301573,https://maps.app.goo.gl/p4uzCoXHdri1qeAAA,https://lh5.googleusercontent.com/p/AF1QipMj_yCuHQlu0_dP7PMpL7JSdwbJ4dZKbhql62BQ=w408-h544-k-no
258,Mie Baso Mang Iwa,4.7,Bakso,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan mie baso yang lezat dan murah, dengan pilihan topping yang beragam","{'lat':-6.937829687021354, 'lng':107.72190372419644}",-6.937829687,107.7219037,https://maps.app.goo.gl/2fRvTek4kLTmgYRRA,https://lh3.googleusercontent.com/gps-proxy/AFm_dcRie0LDDoXLsUDzUs7cNL6a0VBnAU1gRjCSWvqIOxObQ-S00NhW95h6EPCSwnLPSXbcGasVnA3YcLNHJnktA6N2kyhaaIEARml3dj4fvfwNq2uFQ631W0sboN3A6Et6K7F_GeVvB18mPyJlA7IvP0bPrRC6QsjEVKXgnFv0Bw2ozGMCrhoSJcJsxcgjSOms_dOKVsg=w408-h306-k-no
259,Takoyaki Okasan,4.8,Japanese,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan takoyaki yang lezat dan unik, dengan berbagai pilihan topping","{'lat':-6.938277538030245, 'lng':107.72607505303219}",-6.938277538,107.7260751,https://maps.app.goo.gl/5jPgJZmVqBPBZPVE8,https://lh5.googleusercontent.com/p/AF1QipOZYof2q4U0kqSOumsbUGQFob0d-yaLQK7HJVrp=w427-h240-k-no
260,Dapur Tehusan,4.9,Sundanese,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan hidangan Sunda yang lezat dan nyaman, dengan suasana yang asri","{'lat':-6.947473891922144, 'lng':107.71695075303238}",-6.947473892,107.7169508,https://maps.app.goo.gl/FxjVwmuaYpxYiS8z6,https://lh5.googleusercontent.com/p/AF1QipNbByKK3vcRBXTFk-qEaI6xzJW_ozYxuQfXZvOJ=w408-h544-k-no
261,Pecel Putra Ronggolawe 2,4.8,Indonesian,"Cibiru, Kota Bandung","Tempat makan yang menyajikan pecel yang lezat dan segar, dengan pilihan lauk pauk yang beragam","{'lat':-6.922762081997697, 'lng':107.71569528186791}",-6.922762082,107.7156953,https://maps.app.goo.gl/gq2Uam33CmuWpGFS7,https://lh5.googleusercontent.com/p/AF1QipM0z1TKGJDGXVzh34Olbx7CYfuPFp2_LLvYXcOk=w408-h544-k-no
262,Steak Moen Moen,5,Steak,"Panyileukan, Kota Bandung","Tempat makan yang menyajikan steak yang lezat dan berkualitas, dengan pilihan daging yang beragam","{'lat':-6.927529658006691, 'lng':107.70027204565332}",-6.927529658,107.700272,https://maps.app.goo.gl/asjmNHQMaQbG9WBZ8,https://lh5.googleusercontent.com/p/AF1QipMc0gXBEa1KKOMGOcUv2ETfoAjYjvLOOo0XyoLk=w408-h306-k-no
263,Batagor Mantri,4.2,Cafe,"Cileunyi, Kabupaten Bandung",Tempat makan yang menyajikan batagor yang lezat dan terjangkau,"{'lat':-6.936733636180472, 'lng':107.73103019536053}",-6.936733636,107.7310302,https://maps.app.goo.gl/2B3uboW7ihXvPsnj8,https://lh5.googleusercontent.com/p/AF1QipOqnH5W1bvIWl_I_R7lbP6bdkYRpSqYxostw8j1=w480-h240-k-no
264,Juragan Seafood,4.7,Seafood,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan seafood yang lezat dengan pilihan yang beragam, mulai dari ikan, cumi, hingga udang","{'lat':-6.933506985615026, 'lng':107.72283226652466}",-6.933506986,107.7228323,https://maps.app.goo.gl/QADNkPxVQB8AK2ZT9,https://lh3.googleusercontent.com/gps-proxy/AFm_dcR2zz2zVFyAFN8vwSXKq2zZ4qHiqqyHcWKQUelrlu582M124K2f9qJTsrxSAHD_AVTfP2EFOdwNED2ezOniyRzJWmvMIhOGXFkAIQKb3Yo81Hg3O2_14ZwQMF3twi7rK1XBOvuAvKlDCLOO6YYD0m5wx6eCtuDtLAy6aSKAweeE_jWI0ehXBObn4xMpyPae2RABQl4=w408-h306-k-no
265,Nasi Goreng Sedap Malam,4.7,Indonesian,"Cileunyi, Kabupaten Bandung",Tempat makan yang menyajikan nasi goreng yang lezat dan legendaris,"{'lat':-6.940943088971376, 'lng':107.72245772419642}",-6.940943089,107.7224577,https://maps.app.goo.gl/FEhze4iwNz7RnkkPA,https://lh5.googleusercontent.com/p/AF1QipOGGdeebGGteTnMrSbx-sqwkvaMzMEv7pMdXAGW=w408-h289-k-no
266,Kedai D'Bor Cinunuk,4.7,Indonesian,"Cileunyi, Kabupaten Bandung",Tempat makan yang menyajikan hidangan ayam yang lezat dan terjangkau,"{'lat':-6.941271890291428, 'lng':107.72133756652474}",-6.94127189,107.7213376,https://maps.app.goo.gl/BD3iosiYvwNpaVzY8,https://lh5.googleusercontent.com/p/AF1QipNKFBeCs6OflZRg_Jn0pscE74yn6h4H3X_f_Oxo=w421-h240-k-no
267,Kedai Rakus,4.9,Indonesian,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan hidangan seafood yang lezat dengan harga yang terjangkau, seperti cumi goreng tepung, udang bakar, dan ikan bakar","{'lat':-6.936758836785827, 'lng':107.73097988001716}",-6.936758837,107.7309799,https://maps.app.goo.gl/PaZhip7QqPXxipJy6,https://lh5.googleusercontent.com/p/AF1QipORpcJkUg3UfX3XBalNlFRgHLVH0CiFuGHjaztn=w408-h432-k-no
268,Warung Pondok Sate Cibiru,4.3,Indonesian,"Cileunyi, Kabupaten Bandung",Tempat makan yang menyajikan sate yang lezat dan khas,"{'lat':-6.934983435944494, 'lng':107.7232241530322}",-6.934983436,107.7232242,https://maps.app.goo.gl/ZiTwpkd6jNfMwjJ4A,https://lh5.googleusercontent.com/p/AF1QipNpl8Nm3KeTtPz26oRVfz_3QZvfZBh8ulOatu7R=w408-h272-k-no
269,Djamuan Restoran,4.6,Indonesian,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan hidangan Indonesia yang lezat dan beragam, mulai dari nasi goreng, soto, hingga rendang","{'lat':-6.932651734839871, 'lng':107.72404125118133}",-6.932651735,107.7240413,https://maps.app.goo.gl/geYQhxkeCevCXAJw9,https://lh5.googleusercontent.com/p/AF1QipOohIdcKcbe4rLDVJRQ9ALyxmjFiIxv1WNxqWai=w408-h544-k-no
270,Rumah Makan Dika Baru,4.2,Indonesian,"Soreang, Kabupaten Bandung","Tempat makan yang menyajikan hidangan Padang yang lezat dan autentik, seperti rendang, ayam pop, dan gulai ikan","{'lat':-7.027888924926589, 'lng':107.5420488665256}",-7.027888925,107.5420489,https://maps.app.goo.gl/8HPuuUv8KboRvAWo6,https://lh5.googleusercontent.com/p/AF1QipOG917LUm1oObQbQVxaXc6C2UQE7cwkgFfU_3_y=w426-h240-k-no
271,Warung seblak intan(kameumeut),4.7,Indonesian,"Kutawaringin, Kabupaten Bandung","Tempat makan yang menyajikan seblak yang pedas dan gurih, dengan pilihan topping yang beragam","{'lat':-6.9756889552883345, 'lng':107.53372979351003}",-6.975688955,107.5337298,https://maps.app.goo.gl/soxMQm6FQHyWqYhAA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NDHVRDk7CGpAta3pwVNm5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=54.891518&pitch=0&thumbfov=100
272,Seblak mommy,4.5,Indonesian,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan seblak yang lezat dan terjangkau, dengan berbagai macam topping","{'lat':-6.93373893535486, 'lng':107.72366165303214}",-6.933738935,107.7236617,https://maps.app.goo.gl/JhbrAT66RZHSqikf7,https://lh5.googleusercontent.com/p/AF1QipM6F_Qckm5NeMml4xxdqs3V-4XfqFHMj02yzYbE=w408-h544-k-no
273,Ayam Goreng & Bakar Pak Dadang,4.8,Chicken,"Cibiru, Kota Bandung","Tempat makan yang menyajikan ayam goreng dan bakar yang lezat, dengan bumbu yang meresap","{'lat':-6.919279279203187, 'lng':107.71372336652449}",-6.919279279,107.7137234,https://maps.app.goo.gl/ERR3hmV6UYxMy2D56,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F2XbCQT7wl_idn2MjFL7DA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.18103&pitch=0&thumbfov=100
274,Mie Baso Boga Rasa,4.8,Bakso,"Cileunyi, Kabupaten Bandung","Tempat makan yang menyajikan mie baso yang lezat dan kenyal, dengan kuah yang gurih","{'lat':-6.947713441885431, 'lng':107.71572703768895}",-6.947713442,107.715727,https://maps.app.goo.gl/Feoog89ieJctRBcw9,https://lh5.googleusercontent.com/p/AF1QipOhmRIDGPo-E8RVect87nWV0DPqO7p8PC7PMkjc=w408-h272-k-no
275,Warteg Berkah Bahari,4.3,Indonesian,"Rancaekek, Kabupaten Bandung","Tempat makan yang menyajikan warteg yang lezat dan terjangkau, dengan pilihan lauk pauk yang beragam","{'lat':-6.953604444950035, 'lng':107.76754773768901}",-6.953604445,107.7675477,https://maps.app.goo.gl/cfosSvQtcVCxsKVY8,https://lh5.googleusercontent.com/p/AF1QipOv8sBOefbbzKTPvfzCXT9P_xmt6fRzndfKeF5f=w533-h240-k-no
276,Truly Food Rancaekek,4,Indonesian,"Rancaekek, Kabupaten Bandung","Tempat makan yang menyajikan hidangan Indonesia yang lezat, dengan pilihan menu yang beragam","{'lat':-6.957174096974892, 'lng':107.76735192234558}",-6.957174097,107.7673519,https://maps.app.goo.gl/nx8cWKVShrctThk97,https://lh5.googleusercontent.com/p/AF1QipMe1HogITUYpBLfMmdHy-iO1nUNi-IChzMJTsfC=w408-h544-k-no
277,Ayam Geprek Jabrix,5,Chicken,"Rancaekek, Kabupaten Bandung","Tempat makan yang menyajikan ayam geprek yang lezat dan pedas, dengan pilihan level kepedasan yang beragam","{'lat':-6.9571379966239615, 'lng':107.77799279536079}",-6.957137997,107.7779928,https://maps.app.goo.gl/fzjxoF3XWjg4KMik8,https://lh5.googleusercontent.com/p/AF1QipMnmboNWOdAy3HnoItFUb-1MnWpHnyHph6K6Ccm=w408-h725-k-no
278,Baso Ikan Sinar Bahari RR,4.2,Bakso,"Rancaekek, Kabupaten Bandung","Tempat makan yang menyajikan baso ikan yang lezat dan gurih, dengan pilihan kuah yang beragam","{'lat':-6.954296995007872, 'lng':107.76756502419656}",-6.954296995,107.767565,https://maps.app.goo.gl/7f2MR5hr2583SEFM9,https://lh5.googleusercontent.com/p/AF1QipOijlk-McIXa0StQVzU-PxnnVDbMlrIh6ko2_zU=w408-h884-k-no
279,Sari Kedele Rumah Makan Tahu Sumedang,4.7,Sundanese,"Rancaekek, Kabupaten Bandung","Restoran yang menyajikan hidangan khas Sunda dan Jawa yang lezat, dengan harga yang terjangkau","{'lat':-6.957139796294392, 'lng':107.77835752419654}",-6.957139796,107.7783575,https://maps.app.goo.gl/ASRGj1KRq6rC3Xdt6,https://lh5.googleusercontent.com/p/AF1QipMcM-oHKWbydH29ladVC3t3NSZYZbaQYOJR7x3H=w408-h544-k-no
280,Kedai D'kum,4.5,Sundanese,"Jatinangor, Kabupaten Bandung",Tempat makan yang menyajikan hidangan Indonesia yang lezat,"{'lat':-6.928534933855465, 'lng':107.78227765488313}",-6.928534934,107.7822777,https://maps.app.goo.gl/9WS9xtBsKM3UKaxq5,https://lh5.googleusercontent.com/p/AF1QipPW74PhuVScFZxXA2v-wkJ3opiemqlrBMzuhUrV=w408-h544-k-no
281,Sate D'Zael Madura,5,Indonesian,"Rancaekek, Kabupaten Bandung",Tempat makan yang menyajikan sate Madura yang lezat,"{'lat':-6.956274246339773, 'lng':107.77527370885318}",-6.956274246,107.7752737,https://maps.app.goo.gl/VkkuerCbxnS8GaeG8,https://lh5.googleusercontent.com/p/AF1QipOIjttcAr7uGP0J3ELaQj7Qfp8vMnJD_ycRCEVm=w426-h240-k-no
282,"Mie Baso & Mie Ayam Lotus ""B""",4.6,Indonesian,"Jatinangor, Kabupaten Bandung",Tempat makan yang menyajikan hidangan mie yang lezat dan terjangkau,"{'lat':-6.955483595544832, 'lng':107.77436206837577}",-6.955483596,107.7743621,https://maps.app.goo.gl/C1YeaijcirkLAa3V9,https://lh5.googleusercontent.com/p/AF1QipNgVaMbtkPc0JM_yuEYk07DaNuh41owme1gJzyX=w426-h240-k-no
283,Dunkin' Donuts (Rancaekek),4.5,Cafe,"Rancaekek, Kabupaten Bandung",Tempat makan yang menyajikan donat yang lezat dan populer,"{'lat':-6.954523094899365, 'lng':107.77011749536072}",-6.954523095,107.7701175,https://maps.app.goo.gl/dnLPdpviTXW4hbwS9,https://lh5.googleusercontent.com/p/AF1QipNUOhXyDNyA-eVGtOARnjRYHMRPapJvqN5ZrOEK=w408-h544-k-no
284,Soto Ojolali,5,Indonesian,"Jatinangor, Kabupaten Bandung","Soto Bandung yang lezat dan legendaris, dengan kuah yang gurih dan kaldu yang kaya","{'lat':-6.954322544517034, 'lng':107.76450833768905}",-6.954322545,107.7645083,https://maps.app.goo.gl/5gH6xoreeT4M1GP17,https://lh5.googleusercontent.com/p/AF1QipNVsAHG7iEIdYshTIY7-6znHnXFdIBI5iqC1w5M=w408-h306-k-no
285,Ayam Penyet Surabaya,4.5,Chicken,"Jatinangor, Kabupaten Bandung","Ayam penyet yang lezat dan pedas, dengan ayam yang empuk dan bumbu yang meresap","{'lat':-6.954433545800813, 'lng':107.77138819536073}",-6.954433546,107.7713882,https://maps.app.goo.gl/LBGMXi6QzdWdavhG6,https://lh5.googleusercontent.com/p/AF1QipOKuz95ajG7mU7hMdovCignZFpYSXXZfMURHUt1=w408-h725-k-no
286,Kopi Menak Rancaekek,4.1,Cafe,"Rancaekek, Kabupaten Bandung","Kopi yang lezat dan nikmat, dengan aroma yang harum dan rasa yang pahit manis yang pas","{'lat':-6.954949955037242, 'lng':107.77915708270416}",-6.954949955,107.7791571,https://maps.app.goo.gl/9hRqCf9W1XxAtgtF7,https://lh5.googleusercontent.com/p/AF1QipMPOJj9QuJHZpHzH4x4vszMi7hfpjGNMdO9ZDLh=w408-h408-k-no
287,Dzaman Pecel Lele,4.4,Indonesian,"Cimanggung, Kabupaten Bandung","Pecel lele yang lezat dan gurih, dengan lele yang empuk dan bumbu pecel yang gurih","{'lat':-6.96601371799841, 'lng':107.8093788217905}",-6.966013718,107.8093788,https://maps.app.goo.gl/bMF5yiF81qTRsW2X8,https://lh5.googleusercontent.com/p/AF1QipNtKogP2YsSe3mVOzTOVMKvePEqUoTgvWvwQviW=w408-h408-k-no
288,Warung Sate Abeh,4.9,Indonesian,"Jatinangor, Kabupaten Bandung","Sate yang lezat dan empuk, dengan daging yang juicy dan bumbu yang meresap","{'lat':-6.95580909542302, 'lng':107.77423432419661}",-6.955809095,107.7742343,https://maps.app.goo.gl/tMCu3VwrYRiCvJMA7,https://lh5.googleusercontent.com/p/AF1QipN2NtRzyDFNgcRiAvWd1UsH4XIHQ7lIG2Wx4qep=w426-h240-k-no
289,Ayam Geprek Pangeran Cinunuk,4.6,Chicken,"Panyileukan, Kota Bandung","Ayam geprek yang lezat dan pedas, dengan ayam yang empuk dan bumbu geprek yang gurih","{'lat':-6.942085638609848, 'lng':107.71431768186808}",-6.942085639,107.7143177,https://maps.app.goo.gl/VYBfAWW3Cb16u2fo9,https://lh5.googleusercontent.com/p/AF1QipOXQWfCGn0QSHiSBUFdhIHUygwa1kgIrjLiHtF7=w427-h240-k-no
290,Rumah Makan Sunda Sukahati,4.8,Indonesian,"Cileunyi, Kabupaten Bandung","Restoran Sunda yang lezat dan terjangkau, dengan berbagai hidangan Sunda yang menggugah selera","{'lat':-6.929735132548787, 'lng':107.72756671070384}",-6.929735133,107.7275667,https://maps.app.goo.gl/UXnqVhPsWAUf9cwU7,https://lh5.googleusercontent.com/p/AF1QipPkRU9TI32symFLZKY6ioJtaLCMXnDdrZvrMkYr=w408-h725-k-no
291,Steak Roso,4.2,Steak,"Cileunyi, Kabupaten Bandung","Steak yang lezat dan berkualitas, dengan daging yang empuk dan bumbu yang meresap","{'lat':-6.938761987986578, 'lng':107.73736605303225}",-6.938761988,107.7373661,https://maps.app.goo.gl/Rr3oJmskgsUSAxir6,https://lh5.googleusercontent.com/p/AF1QipPl9XA1CzWXtS5Qv9otHp-nXmybzVQ3wFcLn64e=w408-h253-k-no
292,Baso Mantep,4.3,Bakso,"Cileunyi, Kabupaten Bandung",Bakso yang lezat dengan tekstur yang kenyal dan bumbu yang meresap,"{'lat':-6.938822887514637, 'lng':107.73695936652474}",-6.938822888,107.7369594,https://maps.app.goo.gl/LEwpHUDJg63m6fov8,https://lh5.googleusercontent.com/p/AF1QipN94uKtBpEz5MkQ9Tg3YQg1-YblpsF51xfUSQfX=w408-h306-k-no
293,Bakso Idaman permata biru cinunuk,4.2,Bakso,"Cileunyi, Kabupaten Bandung",Bakso yang lezat dengan berbagai pilihan topping,"{'lat':-6.9374406879530035, 'lng':107.73111655303224}",-6.937440688,107.7311166,https://maps.app.goo.gl/rbVHh69wPCdtdNyB6,https://lh5.googleusercontent.com/p/AF1QipMHwg-bi0bU6Dyf-rDQQMAHajsq1NoHQ7M6qVDr=w486-h240-k-no
294,Bakso Benhil Cibiru,4.7,Bakso,"Cileunyi, Kabupaten Bandung",Bakso yang lezat dengan kuah yang gurih dan kaldu yang kaya,"{'lat':-6.933730236080977, 'lng':107.72851481070386}",-6.933730236,107.7285148,https://maps.app.goo.gl/QsXbKyHiFHDQQ43L7,https://lh5.googleusercontent.com/p/AF1QipNoh1r7LEyuQe7zuf9u0kUjeZCTujN5NEidW9fq=w408-h306-k-no
295,Saung Bale,4.5,Sundanese,"Cileunyi, Kabupaten Bandung",Tempat makan Sunda yang nyaman dengan suasana yang asri,"{'lat':-6.939650788387883, 'lng':107.7315237818681}",-6.939650788,107.7315238,https://maps.app.goo.gl/5FRibt1iRba5x7qX7,https://lh5.googleusercontent.com/p/AF1QipMLcTUzeFh6iknxLwnvqlehru9ds_V8DLxM1q6k=w408-h544-k-no
296,Kampoeng Sawah Soreang,4.2,Sundanese,"Cileunyi, Kabupaten Bandung",Tempat makan Sunda yang asri dengan pilihan menu yang beragam,"{'lat':-6.932709993743116, 'lng':107.72485347116415}",-6.932709994,107.7248535,https://maps.app.goo.gl/pRgpDEwgZgKhcbL97,https://lh5.googleusercontent.com/p/AF1QipNDfmY8fEhhSovN8RWaiXYV_cwC4RWlMoXHa6no=w408-h306-k-no
297,Rm Saung Lalakon,4.3,Sundanese,"Margahayu, Kabupaten Bandung",Tempat makan Sunda yang unik dengan konsep yang menarik,"{'lat':-6.956732546265918, 'lng':107.57077755303243}",-6.956732546,107.5707776,https://maps.app.goo.gl/WQSNyNQ6Y8qHQdxK7,https://lh5.googleusercontent.com/p/AF1QipO3W99RQ664Jtq9X8E-oDH4HQVZsX0z64yJ1aXb=w408-h306-k-no
298,Rumah Makan Sindang Kabita 2,4.2,Sundanese,"Cangkuang, Kabupaten Bandung",Tempat makan Sunda yang lezat dengan harga yang terjangkau,"{'lat':-7.033014134617198, 'lng':107.55107109536155}",-7.033014135,107.5510711,https://maps.app.goo.gl/cJmLBSJxRu1pQ8A47,https://lh5.googleusercontent.com/p/AF1QipOT9mBIW2m0RtM0HLfkGsJMLyHUjorFUhVUtD3-=w408-h306-k-no
299,Rumah Makan Panyindangan Pangalengan,4.1,Sundanese,"Kutawaringin, Kabupaten Bandung",Tempat makan Sunda yang lezat dengan pemandangan yang indah,"{'lat':-6.958163597512615, 'lng':107.52637722419662}",-6.958163598,107.5263772,https://maps.app.goo.gl/cP3WJGUoGugWPweU9,https://lh5.googleusercontent.com/p/AF1QipM6TMTZQ7Otpz_H6acmiUIqKIbtNEUt5VFqmyM=w408-h725-k-no
300,Dapur Pasanggrahan,4.5,Sundanese,"Katapang, Kabupaten Bandung",Tempat makan Sunda yang nyaman dengan pilihan menu yang lezat,"{'lat':-7.029741584790933, 'lng':107.54965401070486}",-7.029741585,107.549654,https://maps.app.goo.gl/Kuv9FG9Kjge68ViE9,https://lh5.googleusercontent.com/p/AF1QipOqm8gsKskK4o1qtvGxSaXeCUX08SZTQpqK0TB0=w408-h251-k-no
301,Warung Nasi & Bakso Barokah,4.1,Bakso,"Pangalengan, Kabupaten Bandung",Tempat makan Bakso yang lezat dan terjangkau,"{'lat':-7.155141268754502, 'lng':107.56375232652941}",-7.155141269,107.5637523,https://maps.app.goo.gl/aiZxKAgV8QYC5hz66,https://lh5.googleusercontent.com/p/AF1QipOqDWeDtLjNrCDSWYLcRsxt0NIO9G3yDBLCdN2W=w408-h272-k-no
302,Rumah Makan Erna,4.3,Sundanese,"Pangalengan, Kabupaten Bandung",Tempat makan Sunda yang lezat dan terjangkau,"{'lat':-7.177135407913968, 'lng':107.57092182604971}",-7.177135408,107.5709218,https://maps.app.goo.gl/tC1JV1e67MzLGkvm7,https://lh5.googleusercontent.com/p/AF1QipMQapYTE_5glD8lJfSv_e6a-XKeVAs5Y3KrSYUj=w426-h240-k-no
303,Resto & Cafe Sate Pariss,4.7,Indonesian,"Pangalengan, Kabupaten Bandung",Tempat makan yang menyajikan sate yang lezat dan khas,"{'lat':-7.166414647427419, 'lng':107.57279709536279}",-7.166414647,107.5727971,https://maps.app.goo.gl/jjqXFFj22bGHmd8c9,https://lh5.googleusercontent.com/p/AF1QipOmaJHa1_BjQ-2kyzPmnHs10CzSW_6TuFYO8RZ_=w408-h306-k-no
304,Warung Nasi Ibu Mimin,4.5,Indonesian,"Pangalengan, Kabupaten Bandung",Tempat makan yang menyajikan nasi liwet yang lezat dan legendaris,"{'lat':-7.178865298254431, 'lng':107.58038378001946}",-7.178865298,107.5803838,https://maps.app.goo.gl/L2BPGiBgMnq8ZEmJ6,https://lh5.googleusercontent.com/p/AF1QipMhuJrhaZqvJiqVokqF2H5ZWK4SMkD7swcOIzrW=w533-h240-k-no
